,English,Bengala
41451,,কোয়ার্টারে
41452,,ফাঁসিদেওয়া
41453,,রাগের
41454,,হাঁটছেন
41455,,তেহট্টের
41456,,কেন্দ্রগুলিতে
41457,,সর্বজনীনের
41458,,প্রতিভাবান
41459,,জেহাদি
41460,,মদনবাবু
41461,,টাওয়ারের
41462,,ট্রাইব্যুনাল
41463,,ফোনটি
41464,,লেট
41465,,সনৎ
41466,,রেখেও
41467,,কোমরের
41468,,অভিমন্যু
41469,,দেশবাসীর
41470,,অভিভাবকের
41471,,নয়ছয়
41472,,দর্শকেরা
41473,,মিচেল
41474,,বিষয়কে
41475,,নামটি
41476,,স্কুলগুলি
41477,,পরিচারিকা
41478,,পেট্রাপোল
41479,,তাকাতে
41480,,পুরাতত্ত্ব
41481,,ঢালতে
41482,,চিনির
41483,,তনুশ্রী
41484,,আজমলের
41485,,চলমান
41486,,সিআরপিএফ
41487,,চ্যাম্পিয়নশিপ
41488,,সম্ভার
41489,,পুড়িয়ে
41490,,গাইছেন
41491,,বাক্য
41492,,দেওয়ানি
41493,,হিন্দ
41494,,দিনমজুরি
41495,,শীতাতপ
41496,,বহিরাগতরা
41497,,অমানবিক
41498,,জিইয়ে
41499,,নির্ণায়ক
41500,,জটিলতার
41501,,চট্টোপাধ্যায়ও
41502,,অডিও
41503,,লক্ষেরও
41504,,গ্রামপঞ্চায়েত
41505,,বচসায়
41506,,বিভ্রাট
41507,,উষ্ণতা
41508,,কেনে
41509,,ভাঁড়ারে
41510,,হলিউডের
41511,,ডিরেক্টরের
41512,,চিকিত্সার
41513,,মক্কেল
41514,,স্বতঃপ্রণোদিত
41515,,রটে
41516,,বিদ্রোহের
41517,,জেন
41518,,একরাশ
41519,,জনমানসে
41520,,সারাইয়ের
41521,,প্রেক্ষাগৃহ
41522,,রামের
41523,,কুৎসা
41524,,উদয়নবাবুর
41525,,ইনস্টাগ্রামে
41526,,বিচারপতিরা
41527,,জলঘোলা
41528,,হিংস্র
41529,,বেন
41530,,বসের
41531,,রক্ষণ
41532,,সুমিতা
41533,,ডেমোক্র্যাট
41534,,অসমাপ্ত
41535,,পরিবর্ত
41536,,তোকে
41537,,জলসা
41538,,অপরিহার্য
41539,,নেচার
41540,,লিখিতভাবে
41541,,রিভিউ
41542,,নেত্রীকে
41543,,আমলার
41544,,কণ্ঠস্বর
41545,,এগোনো
41546,,এসসি
41547,,সাঁওতাল
41548,,বচসার
41549,,রিনা
41550,,কড়ি
41551,,সাজের
41552,,অসন্তোষের
41553,,উঠোন
41554,,হোল
41555,,রেখেছিলাম
41556,,তড়িঘড়ি
41557,,চাহিদাও
41558,,পলিটব্যুরো
41559,,ঘৃণা
41560,,সেকেন্ডে
41561,,আক্রোশ
41562,,পলিটেকনিক
41563,,বেরোলে
41564,,ফেললাম
41565,,পণ্ডা
41566,,খালেদা
41567,,কাজটাই
41568,,উড়তে
41569,,সুশান্তবাবুর
41570,,পারাপারের
41571,,প্রাণহানি
41572,,রূপায়িত
41573,,অটলবিহারী
41574,,অভিনেত্রীর
41575,,ওয়েবসাইটের
41576,,শিবমন্দির
41577,,পট
41578,,ইউনিভার্সিটির
41579,,যাত্রীবাহী
41580,,সবকিছু
41581,,চোরের
41582,,পিষ্ট
41583,,ম্যাগাজিনের
41584,,বায়ার্ন
41585,,গৌতমের
41586,,পারফরম্যান্সে
41587,,ছাউনির
41588,,হিম
41589,,গীতাঞ্জলি
41590,,মৌলবাদী
41591,,এমসিআই
41592,,চেল্লুর
41593,,লাগিয়েছেন
41594,,সাক্ষাত্কারে
41595,,দেবার
41596,,ছাত্রটি
41597,,নম্বরও
41598,,মেজ
41599,,কর্মক্ষেত্রে
41600,,সরেজমিনে
41601,,চলছেন
41602,,টায়ার
41603,,বলবৎ
41604,,মশাই
41605,,দাঁ
41606,,বিক্রিও
41607,,এককালীন
41608,,বেধেছে
41609,,বাড়া
41610,,বাগনানের
41611,,লাটে
41612,,আরপিএফের
41613,,টেনশনে
41614,,তিনতলা
41615,,রেলগেটের
41616,,সুরেন্দ্র
41617,,কদিনে
41618,,ধুঁকতে
41619,,তুলা
41620,,আসাদ
41621,,উপদেশ
41622,,দিঘার
41623,,সুসংহত
41624,,সুরজ
41625,,রুই
41626,,নারদের
41627,,প্রিয়াঙ্কা
41628,,খরচা
41629,,রাজনকে
41630,,শে
41631,,চোরেরা
41632,,অটোচালক
41633,,ভাস্কর্য
41634,,ঝাঁঝ
41635,,অটল
41636,,লাফ
41637,,সমাজকর্মী
41638,,চিড়িয়াখানায়
41639,,আপে
41640,,মীন
41641,,স্কুলবাস
41642,,তাপসবাবুর
41643,,বিউটি
41644,,কূটনীতিকদের
41645,,পরিচিতদের
41646,,প্রসারে
41647,,বিক্রিতে
41648,,যাদবপুরে
41649,,নির্দেশনায়
41650,,কুয়ো
41651,,গৃহবধূর
41652,,বিশ্বাসই
41653,,ফুঁড়ে
41654,,ইঞ্জিনিয়ারের
41655,,ধীর
41656,,নেওয়াই
41657,,ইন্ডিগোর
41658,,ম্যাপ
41659,,মাস্টারমশাই
41660,,ধর্ষিতা
41661,,জাপানে
41662,,গঠনে
41663,,সুখে
41664,,শোভনদেব
41665,,পর্যন্তও
41666,,পূরণে
41667,,ফোড়ন
41668,,ভারতীর
41669,,গুণে
41670,,নিত্যযাত্রী
41671,,চারদিক
41672,,সাংঘাতিক
41673,,কতগুলি
41674,,গড়িমসি
41675,,জাফর
41676,,অজিতবাবু
41677,,দিগন্ত
41678,,বেঁধেছেন
41679,,ধর্মেন্দ্র
41680,,বেধড়ক
41681,,ঋতব্রত
41682,,একরত্তি
41683,,সমিতিকে
41684,,দেবকে
41685,,নির্বাচনকে
41686,,পেড়ে
41687,,পরিষ্কারের
41688,,জব
41689,,ছশো
41690,,এএফপি
41691,,জন্যেই
41692,,লোকেশন
41693,,আদর্শের
41694,,কল্যাণের
41695,,দলিতদের
41696,,কোর্সে
41697,,ন্যানো
41698,,সমবেদনা
41699,,সম
41700,,সম্ভাবনাই
41701,,পূর্বস্থলীর
41702,,ইনস্টিটিউটের
41703,,পুজোও
41704,,জোগাড়ের
41705,,নামেনি
41706,,স্ট্রাইকের
41707,,প্রাতিষ্ঠানিক
41708,,শহরতলি
41709,,আমানত
41710,,দা
41711,,বাতাসের
41712,,পরজীবী
41713,,ইয়ান
41714,,ঝঞ্ঝা
41715,,টার্ন
41716,,পুরস্কারও
41717,,দক্ষিণেশ্বর
41718,,মেয়েটাকে
41719,,অধ্যক্ষকে
41720,,শ্রীনু
41721,,নায়ার
41722,,বর্ডার
41723,,বিদ্যুৎমন্ত্রী
41724,,সামলাবেন
41725,,পরিধি
41726,,মতই
41727,,দীক্ষিত
41728,,হরিণঘাটা
41729,,মিজোরাম
41730,,ট্রেন্ড
41731,,কেয়া
41732,,রাজীবের
41733,,রাজোরিয়া
41734,,উল
41735,,এইট
41736,,নায়ডু
41737,,মাসি
41738,,শেঠ
41739,,শর্মাকে
41740,,ফিরেছিলেন
41741,,আবেশ
41742,,লক্ষ্মীরতন
41743,,কক্ষপথে
41744,,শ্যামলবাবু
41745,,মশাবাহিত
41746,,চলুক
41747,,সমস্যাই
41748,,একাদশের
41749,,বারাণসী
41750,,ঘটনাস্থলের
41751,,ইস্তফার
41752,,মোস্ট
41753,,আশপাশ
41754,,উঠিয়ে
41755,,দখলদারি
41756,,অনুষ্ঠানেও
41757,,সেগুলিও
41758,,টেলিভিশনের
41759,,প্রতিশ্রুতির
41760,,আকর্ষণের
41761,,পারফেক্ট
41762,,তীক্ষ্ণ
41763,,থামতে
41764,,বিছানার
41765,,অবরোধকারীদের
41766,,যুদ্ধজাহাজ
41767,,প্যাকেটে
41768,,নাসির
41769,,বর্ণ
41770,,কোট
41771,,লক্ষণীয়
41772,,নিত্যানন্দ
41773,,ম্লান
41774,,মঙ্গলে
41775,,শোয়ের
41776,,বিশ্বাসযোগ্যতা
41777,,সোনু
41778,,চোট
41779,,ইয়ে
41780,,ভোজালি
41781,,কচিকাঁচাদের
41782,,তোলেননি
41783,,ট্যুরিস্ট
41784,,দৌড়
41785,,টিউমার
41786,,সাশ্রয়
41787,,অ্যান্টিবায়োটিক
41788,,খয়রাশোল
41789,,উত্যক্ত
41790,,এক্সিকিউটিভ
41791,,মিউটেশন
41792,,লাজুক
41793,,আমলেও
41794,,ক্যাপ
41795,,সুযোগটা
41796,,পরিমাণও
41797,,ভিক্ষা
41798,,বুমরাহ
41799,,মুখোপাধ্যায়ও
41800,,কিংশুক
41801,,রামপুরহাটে
41802,,পরিবেশকর্মী
41803,,অনিশ্চয়তার
41804,,অভিনেতাদের
41805,,আত্মসাৎ
41806,,বিশ্বস্ত
41807,,অর্জনের
41808,,একশোর
41809,,হচ্ছেই
41810,,বিজয়ার
41811,,জেটলিকে
41812,,ডিপ
41813,,আবেদনকারীদের
41814,,বেলপাহাড়ির
41815,,সেটিই
41816,,এজেন্টকে
41817,,বান
41818,,সযত্নে
41819,,অর্থনীতিকে
41820,,মাছি
41821,,দোকান
41822,,বাজারও
41823,,শিলিগুড়ি
41824,,জিয়া
41825,,কথোপকথন
41826,,সহানুভূতি
41827,,ছড়িয়েছিল
41828,,শিবপ্রসাদ
41829,,বুজিয়ে
41830,,নৌবাহিনীর
41831,,বঙ্গের
41832,,দুটিতে
